filepath,source,sample_rate
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/fb2dc569-ccb0-470d-8406-769062cb9bf7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/080/080080.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bfb31808-8e4d-4973-a11d-7c92a41e6a17.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/745bcbee-da6f-442b-a424-dce1912212df.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/81654ff8-11d0-4f06-afca-4564d3daa2e4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9160a97e-3d9b-4269-b09d-de138eacff3e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/138/138024.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/343a2774-48db-4943-a971-a17f37da411a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5b0983a6-7b77-4e38-8282-009b2079925c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/054/054154.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/040/040399.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/109/109438.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/126/126665.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/084a8e7b-614a-4b40-bfdc-64ba34af9ab3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/73b15ef7-c10c-4670-8531-e749f4bfa49f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/64d44b03-72f5-4880-b6ea-ce73b5ec2e70.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9500549f-7e89-4107-a2b1-a5886eb8d908.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/52284033-0b4b-40b5-b81a-13bb154632b3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/010/010833.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/072d0fb3-76bd-4ef1-b32f-0ff8d965c49c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/59fc92a3-36f5-4e4c-afe7-dd397eeda140.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4bc927f0-48e4-45ee-8193-ef981e32d284.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/53a9c944-6460-4fff-99a9-1057c342c4fa.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/091/091066.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/090/090797.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cc8d7ddb-b4da-490a-9408-c8a238e033da.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/032/032539.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9ca6eecf-8163-4f43-9008-f56d6fd27fff.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bb7748ca-791b-4360-8c4e-772a6dad57c1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/af18ef06-6845-4224-b3b7-3cc30f984686.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5878d491-60da-48c0-af7c-94a1d29b3fac.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3db45349-15e1-4c6f-8ba3-14cff7526542.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/143/143994.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b8d42374-28f4-40ac-8eed-0c5eb4c114ba.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/074/074482.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8a92f297-aa2d-4f92-a677-eb27ea8d31e0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/123/123972.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/139/139122.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/040/040657.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/92d315a5-d384-4981-9591-207a88502cb2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/085/085702.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2c98fb76-945d-4151-b7f2-a12366154aec.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/004/004125.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/126/126890.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8db3cd3c-e85a-4e74-841d-b22714b45352.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6f3e0ece-310f-45bb-82b3-98f63a17b5fb.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3c8336d1-08fc-4be2-b357-44c73037ecad.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/016/016762.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/42e3d138-7763-441a-8831-2f8ae9acde3f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3f4684e1-94fc-42f3-b00a-47082a27d123.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/030/030690.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8b4ff5c6-49b4-4fd3-b2a0-b7e8eaa137bf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3a76ee02-3aa5-4357-a933-a2e5e3e4c7e3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/316c385b-e95a-4e06-b668-84eed6aefe31.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/125/125818.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/076/076032.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/127/127357.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/017/017445.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/051/051514.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/001/001017.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/1a1abed2-0514-44c3-80be-8680d6942e45.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/927bf312-d939-48f1-aaac-8ec7398d589e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113358.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6da028ee-d6e9-4d35-81fc-c3dc4f81853e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/92c67fb4-bfe9-4203-8f29-6d533334ec74.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/fc4767ef-a707-4d7a-a900-474f77e24f53.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/097/097691.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/52e8b546-7074-4494-ab72-d7daef9209bb.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/069/069950.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/003/003452.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/140/140315.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e5935324-704a-44f2-99c8-8e1a882a1d1c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071609.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/073/073520.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8f0a72f3-8266-4e01-95ab-f5d267539d94.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/125/125825.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b929274c-3c48-47c9-891e-dd57f7c81ab9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/132/132789.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/16f5b8ff-5684-4b45-9f05-d199807feb2a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b52e5e4b-9767-4252-b37d-eb3bdcf711fe.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a057f0d0-29fa-451d-81d0-944b0d575c5d.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064194.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0177f8bb-e3b0-43af-ba2d-6118d0e1f19b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/014/014204.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f1902f94-f970-4071-be3f-2fa4725d8962.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/016/016348.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/139/139998.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/087/087966.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/42866ba0-de3d-4617-8836-98966ba0cc86.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2ff08e76-bbf4-4279-b3f7-6dc8e452266f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/123/123973.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/121/121317.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4cd8d1d8-0786-4a40-a4fd-a9da40fd58e6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/097/097969.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ce29b1ba-a202-4af6-a7f4-4f5ae9cf88db.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c2caf95a-dad2-48d0-a168-431c7a399ad8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f4e6f150-3dd7-479c-a683-1993c02731b9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b0b1fdf8-50ba-4e2a-a773-ce86cf2186b1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d99fba59-50f9-46e5-9732-893237dd08c6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/28a8035b-184b-4d05-8251-51c6a3e1d7d7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/015/015143.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/15a5d6b7-3193-4fcb-8965-5ce8d6984f29.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064542.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/041/041054.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/029/029940.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0bdc969d-7dae-49b6-9a4f-9f362f25b09a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/65e18c01-d7f7-446b-94b0-6ac2d1f22bfc.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/af6f84cd-b25f-429c-8004-045178b48be8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/070/070424.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ce9747a9-33b4-4205-8958-d24946f72b98.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/121/121994.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3cee98cf-a92b-4bee-b3aa-04d1e837c66c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/107/107808.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6615cda1-f8c2-4b24-ab2a-94a79ee6cdee.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d3f9564f-36cc-4f2b-a659-95d12eb13e78.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5cbaa5c6-456a-4629-ac8e-3c00bdabe85a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/86a0c093-d2e3-4ea7-8377-5ca69e4b4228.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/063/063351.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/130/130170.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/069/069904.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7ef64da4-e730-4083-adb5-666992bdbecf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/1ad4c59d-257d-4f42-b448-d969acb55651.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7928b2ff-b756-4f4b-af35-d2d827433721.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6662af7f-a3f3-4172-9a33-cb1ef80e5fba.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0ced2894-255c-4a5d-8144-7e63608cf4b8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/17dfe93f-3647-41a7-90f6-808d976c746f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e31f5617-6b39-4c76-9466-dc152130a825.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/150/150310.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/aac0247b-699e-40a2-91ab-93d9834a4903.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/092/092493.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b633e9df-1b95-403f-8865-9b133b85dece.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7c03acdd-759e-4ad7-9274-135cdc0adbe7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/104/104261.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/052/052004.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f41d66c6-d59d-4585-8cfc-52539185128a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/149/149370.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/081/081085.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/46ed7fc0-54ab-4842-a780-7a4504b3d68a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0d097680-3aed-4f4d-bb87-d477008e97e8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/107/107502.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/087/087220.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b0ace477-b29e-4f79-9279-e0a076b64ab7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d2e4d5b1-bedd-489e-9aac-05f59e435d48.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/001/001666.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/562133b8-3c77-47cb-a700-a8e5cef5a391.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/836303a7-e4a6-47d6-8b75-9c2de6a3a8e8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5044a6c3-5683-438a-a7a4-26384d05dbd6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/080/080634.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/025/025372.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064235.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/037/037154.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/094/094728.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/054/054025.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e76fe9cd-abde-4710-95c9-de900bf3da80.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/032/032694.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/1bb26bf2-ac3a-4278-8720-a50937dae792.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/50287e8b-8af1-4921-95f1-7c7e24afa314.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/067/067222.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/035/035342.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/060/060983.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/110/110711.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/000/000720.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062318.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/019/019663.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/099/099361.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/036/036242.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/132/132217.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a5394c33-257f-4583-8028-12ce47fee75b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/001/001201.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/108/108774.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/27b5491d-e848-4581-ba1e-8a69eb2c383b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/050/050753.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/098/098947.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/51edb41a-c0f5-4b8c-a45a-cb33587411c8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/122/122077.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/075/075194.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f1ef9ba3-3c46-4100-9763-10502a1e3583.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/046/046012.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/020/020446.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/152/152565.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/102/102187.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d961fd6b-488a-4f43-b496-48c7721dc9ff.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/50e8f486-d576-4d7f-9d23-fefb795aed24.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064546.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/abb2f767-e50a-4b5c-9532-6218e0d1fa3c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/58bbfbc2-f0c4-41d6-a9af-54a0e54b56a2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/123/123828.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/034/034314.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/023/023353.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/028/028068.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/144/144602.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/06425eee-c072-4fe2-a8ab-62ce5dc2fd1b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9ed00693-a297-497d-8af8-62aa47a30ec6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/137/137542.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/003/003911.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/120fd5d4-b613-4372-9fc8-f4403e05f861.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6960592e-d5d6-4fe0-a914-e93df448e6b5.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8fadd711-01a3-44de-911f-a896758443f3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062157.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/57394e48-ba85-4ce1-81c3-38cf3cdca06e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4fb5c8f0-b970-4a3d-99e7-6853c6063806.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/876b439e-9cae-4600-ba5d-4c38a3c9daac.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/da8b313b-c7dc-4dfd-a542-b3a836ca69e9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/048/048990.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/119/119152.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/005/005160.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/678662f6-79ea-40d3-a7f3-168d6f28d448.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/aecf31c1-a615-4e18-8be2-e9da8c7f7ee2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5ee84c2d-159e-4a24-9992-21a16f02cd1b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/097/097686.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/073/073017.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/060/060353.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/559cdab3-57b2-4d0c-a7c0-9888c0b7655c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a8c0950a-bf69-47de-a65a-0ad96663f3c0.mp3,Suno,48000
